node_id:ID(CapabilityNode),name,slug,domain,graph_id,family_id,family_name,implementation_state,node_directory,support_tier,maturity_state,supported_profiles:string[],evidence_class,node_package_shape,dependency_count:int,declared_artifact_file_count:int,artifact_file_count:int,status_count:int,statuses:string[],verification_gate_count:int,verification_gate_types:string[],failure_mode_count:int,direct_accuracy_threshold:float,explanation_required:boolean,transfer_required:boolean,retention_check_days:int,:LABEL
E3A,incentives_trade_and_simple_systems_foundations_and_examples,e3a-incentives-trade-and-simple-systems-foundations-and-examples,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e3a-incentives-trade-and-simple-systems-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E3B,incentives_trade_and_simple_systems_classification_and_organization,e3b-incentives-trade-and-simple-systems-classification-and-organization,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e3b-incentives-trade-and-simple-systems-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E3C,incentives_trade_and_simple_systems_explanation_and_application,e3c-incentives-trade-and-simple-systems-explanation-and-application,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e3c-incentives-trade-and-simple-systems-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E4,markets_labor_and_public_resource_decisions,e4-markets-labor-and-public-resource-decisions,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e4-markets-labor-and-public-resource-decisions,Incubation,Drafted,economics-public-resource-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E4A,markets_labor_and_public_resource_decisions_foundations_and_examples,e4a-markets-labor-and-public-resource-decisions-foundations-and-examples,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e4a-markets-labor-and-public-resource-decisions-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E4B,markets_labor_and_public_resource_decisions_classification_and_organization,e4b-markets-labor-and-public-resource-decisions-classification-and-organization,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e4b-markets-labor-and-public-resource-decisions-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E4C,markets_labor_and_public_resource_decisions_explanation_and_application,e4c-markets-labor-and-public-resource-decisions-explanation-and-application,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e4c-markets-labor-and-public-resource-decisions-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E5,macroeconomic_patterns_global_trade_and_finance_basics,e5-macroeconomic-patterns-global-trade-and-finance-basics,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e5-macroeconomic-patterns-global-trade-and-finance-basics,Incubation,Drafted,economics-macroeconomics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E5A,macroeconomic_patterns_global_trade_and_finance_basics_foundations_and_examples,e5a-macroeconomic-patterns-global-trade-and-finance-basics-foundations-and-examples,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e5a-macroeconomic-patterns-global-trade-and-finance-basics-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E5B,macroeconomic_patterns_global_trade_and_finance_basics_classification_and_organization,e5b-macroeconomic-patterns-global-trade-and-finance-basics-classification-and-organization,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e5b-macroeconomic-patterns-global-trade-and-finance-basics-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E5C,macroeconomic_patterns_global_trade_and_finance_basics_explanation_and_application,e5c-macroeconomic-patterns-global-trade-and-finance-basics-explanation-and-application,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e5c-macroeconomic-patterns-global-trade-and-finance-basics-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E6,economic_analysis_policy_tradeoffs_and_capstone_modeling,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,Incubation,Drafted,economic-analysis-capstone-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E6A,economic_analysis_policy_tradeoffs_and_capstone_modeling_foundations_and_examples,e6a-economic-analysis-policy-tradeoffs-and-capstone-modeling-foundations-and-examples,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e6a-economic-analysis-policy-tradeoffs-and-capstone-modeling-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E6B,economic_analysis_policy_tradeoffs_and_capstone_modeling_classification_and_organization,e6b-economic-analysis-policy-tradeoffs-and-capstone-modeling-classification-and-organization,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e6b-economic-analysis-policy-tradeoffs-and-capstone-modeling-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
E6C,economic_analysis_policy_tradeoffs_and_capstone_modeling_explanation_and_application,e6c-economic-analysis-policy-tradeoffs-and-capstone-modeling-explanation-and-application,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,drafted,e6c-economic-analysis-policy-tradeoffs-and-capstone-modeling-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G1,place_maps_and_environmental_features,g1-place-maps-and-environmental-features,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g1-place-maps-and-environmental-features,Incubation,Drafted,geography-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G1A,place_maps_and_environmental_features_foundations_and_examples,g1a-place-maps-and-environmental-features-foundations-and-examples,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g1a-place-maps-and-environmental-features-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G1B,place_maps_and_environmental_features_classification_and_organization,g1b-place-maps-and-environmental-features-classification-and-organization,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g1b-place-maps-and-environmental-features-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G1C,place_maps_and_environmental_features_explanation_and_application,g1c-place-maps-and-environmental-features-explanation-and-application,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g1c-place-maps-and-environmental-features-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G2,human_environment_interaction_and_regions,g2-human-environment-interaction-and-regions,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g2-human-environment-interaction-and-regions,Incubation,Drafted,geography-interaction-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G2A,human_environment_interaction_and_regions_foundations_and_examples,g2a-human-environment-interaction-and-regions-foundations-and-examples,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g2a-human-environment-interaction-and-regions-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G2B,human_environment_interaction_and_regions_classification_and_organization,g2b-human-environment-interaction-and-regions-classification-and-organization,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g2b-human-environment-interaction-and-regions-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G2C,human_environment_interaction_and_regions_explanation_and_application,g2c-human-environment-interaction-and-regions-explanation-and-application,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g2c-human-environment-interaction-and-regions-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G3,spatial_patterns_movement_and_resources,g3-spatial-patterns-movement-and-resources,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g3-spatial-patterns-movement-and-resources,Incubation,Drafted,geography-patterns-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G3A,spatial_patterns_movement_and_resources_foundations_and_examples,g3a-spatial-patterns-movement-and-resources-foundations-and-examples,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g3a-spatial-patterns-movement-and-resources-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G3B,spatial_patterns_movement_and_resources_classification_and_organization,g3b-spatial-patterns-movement-and-resources-classification-and-organization,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g3b-spatial-patterns-movement-and-resources-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G3C,spatial_patterns_movement_and_resources_explanation_and_application,g3c-spatial-patterns-movement-and-resources-explanation-and-application,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g3c-spatial-patterns-movement-and-resources-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G4,geographic_reasoning_with_maps_data_and_scale,g4-geographic-reasoning-with-maps-data-and-scale,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g4-geographic-reasoning-with-maps-data-and-scale,Incubation,Drafted,geography-scale-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G4A,geographic_reasoning_with_maps_data_and_scale_foundations_and_examples,g4a-geographic-reasoning-with-maps-data-and-scale-foundations-and-examples,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g4a-geographic-reasoning-with-maps-data-and-scale-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G4B,geographic_reasoning_with_maps_data_and_scale_classification_and_organization,g4b-geographic-reasoning-with-maps-data-and-scale-classification-and-organization,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g4b-geographic-reasoning-with-maps-data-and-scale-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G4C,geographic_reasoning_with_maps_data_and_scale_explanation_and_application,g4c-geographic-reasoning-with-maps-data-and-scale-explanation-and-application,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g4c-geographic-reasoning-with-maps-data-and-scale-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G5,global_interdependence_migration_and_sustainability,g5-global-interdependence-migration-and-sustainability,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g5-global-interdependence-migration-and-sustainability,Incubation,Drafted,geography-interdependence-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G5A,global_interdependence_migration_and_sustainability_foundations_and_examples,g5a-global-interdependence-migration-and-sustainability-foundations-and-examples,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g5a-global-interdependence-migration-and-sustainability-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G5B,global_interdependence_migration_and_sustainability_classification_and_organization,g5b-global-interdependence-migration-and-sustainability-classification-and-organization,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g5b-global-interdependence-migration-and-sustainability-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G5C,global_interdependence_migration_and_sustainability_explanation_and_application,g5c-global-interdependence-migration-and-sustainability-explanation-and-application,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g5c-global-interdependence-migration-and-sustainability-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G6,geospatial_analysis_and_policy_application,g6-geospatial-analysis-and-policy-application,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g6-geospatial-analysis-and-policy-application,Incubation,Drafted,geospatial-policy-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G6A,geospatial_analysis_and_policy_application_foundations_and_examples,g6a-geospatial-analysis-and-policy-application-foundations-and-examples,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g6a-geospatial-analysis-and-policy-application-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G6B,geospatial_analysis_and_policy_application_classification_and_organization,g6b-geospatial-analysis-and-policy-application-classification-and-organization,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g6b-geospatial-analysis-and-policy-application-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
G6C,geospatial_analysis_and_policy_application_explanation_and_application,g6c-geospatial-analysis-and-policy-application-explanation-and-application,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,drafted,g6c-geospatial-analysis-and-policy-application-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H1,chronology_identity_and_community_memory,h1-chronology-identity-and-community-memory,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h1-chronology-identity-and-community-memory,Incubation,Drafted,history-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H1A,chronology_identity_and_community_memory_foundations_and_examples,h1a-chronology-identity-and-community-memory-foundations-and-examples,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h1a-chronology-identity-and-community-memory-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H1B,chronology_identity_and_community_memory_classification_and_organization,h1b-chronology-identity-and-community-memory-classification-and-organization,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h1b-chronology-identity-and-community-memory-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H1C,chronology_identity_and_community_memory_explanation_and_application,h1c-chronology-identity-and-community-memory-explanation-and-application,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h1c-chronology-identity-and-community-memory-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H1D,chronology_identity_and_community_memory_transfer_and_contextual_use,h1d-chronology-identity-and-community-memory-transfer-and-contextual-use,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h1d-chronology-identity-and-community-memory-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H2,historical_sources_and_past_present_comparison,h2-historical-sources-and-past-present-comparison,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h2-historical-sources-and-past-present-comparison,Incubation,Drafted,history-comparison-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H2A,historical_sources_and_past_present_comparison_foundations_and_examples,h2a-historical-sources-and-past-present-comparison-foundations-and-examples,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h2a-historical-sources-and-past-present-comparison-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H2B,historical_sources_and_past_present_comparison_classification_and_organization,h2b-historical-sources-and-past-present-comparison-classification-and-organization,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h2b-historical-sources-and-past-present-comparison-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H2C,historical_sources_and_past_present_comparison_explanation_and_application,h2c-historical-sources-and-past-present-comparison-explanation-and-application,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h2c-historical-sources-and-past-present-comparison-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
