node_id:ID(CapabilityNode),name,slug,domain,graph_id,family_id,family_name,implementation_state,node_directory,support_tier,maturity_state,supported_profiles:string[],evidence_class,node_package_shape,dependency_count:int,declared_artifact_file_count:int,artifact_file_count:int,status_count:int,statuses:string[],verification_gate_count:int,verification_gate_types:string[],failure_mode_count:int,direct_accuracy_threshold:float,explanation_required:boolean,transfer_required:boolean,retention_check_days:int,:LABEL
H2D,historical_sources_and_past_present_comparison_transfer_and_contextual_use,h2d-historical-sources-and-past-present-comparison-transfer-and-contextual-use,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h2d-historical-sources-and-past-present-comparison-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H3,causation_context_and_change_over_time,h3-causation-context-and-change-over-time,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h3-causation-context-and-change-over-time,Incubation,Drafted,history-causation-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H3A,causation_context_and_change_over_time_foundations_and_examples,h3a-causation-context-and-change-over-time-foundations-and-examples,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h3a-causation-context-and-change-over-time-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H3B,causation_context_and_change_over_time_classification_and_organization,h3b-causation-context-and-change-over-time-classification-and-organization,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h3b-causation-context-and-change-over-time-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H3C,causation_context_and_change_over_time_explanation_and_application,h3c-causation-context-and-change-over-time-explanation-and-application,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h3c-causation-context-and-change-over-time-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H3D,causation_context_and_change_over_time_transfer_and_contextual_use,h3d-causation-context-and-change-over-time-transfer-and-contextual-use,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h3d-causation-context-and-change-over-time-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H4,sourcing_corroboration_and_historical_argument,h4-sourcing-corroboration-and-historical-argument,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h4-sourcing-corroboration-and-historical-argument,Incubation,Drafted,history-argument-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H4A,sourcing_corroboration_and_historical_argument_foundations_and_examples,h4a-sourcing-corroboration-and-historical-argument-foundations-and-examples,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h4a-sourcing-corroboration-and-historical-argument-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H4B,sourcing_corroboration_and_historical_argument_classification_and_organization,h4b-sourcing-corroboration-and-historical-argument-classification-and-organization,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h4b-sourcing-corroboration-and-historical-argument-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H4C,sourcing_corroboration_and_historical_argument_explanation_and_application,h4c-sourcing-corroboration-and-historical-argument-explanation-and-application,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h4c-sourcing-corroboration-and-historical-argument-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H4D,sourcing_corroboration_and_historical_argument_transfer_and_contextual_use,h4d-sourcing-corroboration-and-historical-argument-transfer-and-contextual-use,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h4d-sourcing-corroboration-and-historical-argument-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H5,thematic_historical_analysis_and_periodization,h5-thematic-historical-analysis-and-periodization,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h5-thematic-historical-analysis-and-periodization,Incubation,Drafted,history-periodization-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H5A,thematic_historical_analysis_and_periodization_foundations_and_examples,h5a-thematic-historical-analysis-and-periodization-foundations-and-examples,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h5a-thematic-historical-analysis-and-periodization-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H5B,thematic_historical_analysis_and_periodization_classification_and_organization,h5b-thematic-historical-analysis-and-periodization-classification-and-organization,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h5b-thematic-historical-analysis-and-periodization-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H5C,thematic_historical_analysis_and_periodization_explanation_and_application,h5c-thematic-historical-analysis-and-periodization-explanation-and-application,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h5c-thematic-historical-analysis-and-periodization-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H5D,thematic_historical_analysis_and_periodization_transfer_and_contextual_use,h5d-thematic-historical-analysis-and-periodization-transfer-and-contextual-use,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h5d-thematic-historical-analysis-and-periodization-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H6,historiography_public_history_and_capstone_argument,h6-historiography-public-history-and-capstone-argument,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h6-historiography-public-history-and-capstone-argument,Incubation,Drafted,historiography-public-history-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H6A,historiography_public_history_and_capstone_argument_foundations_and_examples,h6a-historiography-public-history-and-capstone-argument-foundations-and-examples,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h6a-historiography-public-history-and-capstone-argument-foundations-and-examples,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H6B,historiography_public_history_and_capstone_argument_classification_and_organization,h6b-historiography-public-history-and-capstone-argument-classification-and-organization,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h6b-historiography-public-history-and-capstone-argument-classification-and-organization,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H6C,historiography_public_history_and_capstone_argument_explanation_and_application,h6c-historiography-public-history-and-capstone-argument-explanation-and-application,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h6c-historiography-public-history-and-capstone-argument-explanation-and-application,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
H6D,historiography_public_history_and_capstone_argument_transfer_and_contextual_use,h6d-historiography-public-history-and-capstone-argument-transfer-and-contextual-use,social_studies,master_knowledge_graph,H,history_and_source_reasoning,drafted,h6d-historiography-public-history-and-capstone-argument-transfer-and-contextual-use,Incubation,Drafted,history-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q1,observe_describe_and_question,q1-observe-describe-and-question,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q1-observe-describe-and-question,Incubation,Drafted,inquiry-entry-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q1A,observe_describe_and_question_foundations_and_examples,q1a-observe-describe-and-question-foundations-and-examples,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q1a-observe-describe-and-question-foundations-and-examples,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q1B,observe_describe_and_question_classification_and_organization,q1b-observe-describe-and-question-classification-and-organization,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q1b-observe-describe-and-question-classification-and-organization,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q1C,observe_describe_and_question_explanation_and_application,q1c-observe-describe-and-question-explanation-and-application,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q1c-observe-describe-and-question-explanation-and-application,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q1D,observe_describe_and_question_transfer_and_contextual_use,q1d-observe-describe-and-question-transfer-and-contextual-use,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q1d-observe-describe-and-question-transfer-and-contextual-use,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q2,compare_classify_and_sequence_evidence,q2-compare-classify-and-sequence-evidence,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q2-compare-classify-and-sequence-evidence,Incubation,Drafted,inquiry-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q2A,compare_classify_and_sequence_evidence_foundations_and_examples,q2a-compare-classify-and-sequence-evidence-foundations-and-examples,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q2a-compare-classify-and-sequence-evidence-foundations-and-examples,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q2B,compare_classify_and_sequence_evidence_classification_and_organization,q2b-compare-classify-and-sequence-evidence-classification-and-organization,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q2b-compare-classify-and-sequence-evidence-classification-and-organization,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q2C,compare_classify_and_sequence_evidence_explanation_and_application,q2c-compare-classify-and-sequence-evidence-explanation-and-application,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q2c-compare-classify-and-sequence-evidence-explanation-and-application,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q2D,compare_classify_and_sequence_evidence_transfer_and_contextual_use,q2d-compare-classify-and-sequence-evidence-transfer-and-contextual-use,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q2d-compare-classify-and-sequence-evidence-transfer-and-contextual-use,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q3,supported_explanation_from_evidence,q3-supported-explanation-from-evidence,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q3-supported-explanation-from-evidence,Incubation,Drafted,social-studies-explanation-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q3A,supported_explanation_from_evidence_foundations_and_examples,q3a-supported-explanation-from-evidence-foundations-and-examples,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q3a-supported-explanation-from-evidence-foundations-and-examples,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q3B,supported_explanation_from_evidence_classification_and_organization,q3b-supported-explanation-from-evidence-classification-and-organization,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q3b-supported-explanation-from-evidence-classification-and-organization,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q3C,supported_explanation_from_evidence_explanation_and_application,q3c-supported-explanation-from-evidence-explanation-and-application,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q3c-supported-explanation-from-evidence-explanation-and-application,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q3D,supported_explanation_from_evidence_transfer_and_contextual_use,q3d-supported-explanation-from-evidence-transfer-and-contextual-use,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q3d-supported-explanation-from-evidence-transfer-and-contextual-use,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q4,investigation_design_representation_and_data_use,q4-investigation-design-representation-and-data-use,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q4-investigation-design-representation-and-data-use,Incubation,Drafted,social-studies-investigation-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q4A,investigation_design_representation_and_data_use_foundations_and_examples,q4a-investigation-design-representation-and-data-use-foundations-and-examples,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q4a-investigation-design-representation-and-data-use-foundations-and-examples,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q4B,investigation_design_representation_and_data_use_classification_and_organization,q4b-investigation-design-representation-and-data-use-classification-and-organization,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q4b-investigation-design-representation-and-data-use-classification-and-organization,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q4C,investigation_design_representation_and_data_use_explanation_and_application,q4c-investigation-design-representation-and-data-use-explanation-and-application,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q4c-investigation-design-representation-and-data-use-explanation-and-application,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q4D,investigation_design_representation_and_data_use_transfer_and_contextual_use,q4d-investigation-design-representation-and-data-use-transfer-and-contextual-use,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q4d-investigation-design-representation-and-data-use-transfer-and-contextual-use,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q5,evaluation_of_sources_models_and_claims,q5-evaluation-of-sources-models-and-claims,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q5-evaluation-of-sources-models-and-claims,Incubation,Drafted,social-studies-evaluation-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q5A,evaluation_of_sources_models_and_claims_foundations_and_examples,q5a-evaluation-of-sources-models-and-claims-foundations-and-examples,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q5a-evaluation-of-sources-models-and-claims-foundations-and-examples,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q5B,evaluation_of_sources_models_and_claims_classification_and_organization,q5b-evaluation-of-sources-models-and-claims-classification-and-organization,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q5b-evaluation-of-sources-models-and-claims-classification-and-organization,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q5C,evaluation_of_sources_models_and_claims_explanation_and_application,q5c-evaluation-of-sources-models-and-claims-explanation-and-application,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q5c-evaluation-of-sources-models-and-claims-explanation-and-application,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q5D,evaluation_of_sources_models_and_claims_transfer_and_contextual_use,q5d-evaluation-of-sources-models-and-claims-transfer-and-contextual-use,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q5d-evaluation-of-sources-models-and-claims-transfer-and-contextual-use,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q6,synthesis_argument_and_public_communication,q6-synthesis-argument-and-public-communication,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q6-synthesis-argument-and-public-communication,Incubation,Drafted,social-studies-synthesis-and-argument-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q6A,synthesis_argument_and_public_communication_foundations_and_examples,q6a-synthesis-argument-and-public-communication-foundations-and-examples,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q6a-synthesis-argument-and-public-communication-foundations-and-examples,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q6B,synthesis_argument_and_public_communication_classification_and_organization,q6b-synthesis-argument-and-public-communication-classification-and-organization,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q6b-synthesis-argument-and-public-communication-classification-and-organization,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q6C,synthesis_argument_and_public_communication_explanation_and_application,q6c-synthesis-argument-and-public-communication-explanation-and-application,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q6c-synthesis-argument-and-public-communication-explanation-and-application,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
Q6D,synthesis_argument_and_public_communication_transfer_and_contextual_use,q6d-synthesis-argument-and-public-communication-transfer-and-contextual-use,social_studies,master_knowledge_graph,Q,inquiry_evidence_and_discourse,drafted,q6d-synthesis-argument-and-public-communication-transfer-and-contextual-use,Incubation,Drafted,inquiry-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked;emerging;provisional;secure;unstable,4,direct_performance;meaning;transfer;retention,4,0.85,true,true,14,CapabilityNode;SocialStudiesNode
